,GSM160306,GSM160307,GSM160308,GSM160309,GSM160310,GSM160311
36088_at,51.3,49.1,11.5,67.4,39.5,43.6
36089_at,585.1,775.1,261.4,639.2,983.3,805.5
36090_at,123.1,69.8,46.1,76,131.7,111.9
36091_at,420.4,239.6,65.5,275,263,277.8
36092_at,81.8,142.4,57,118.4,137.1,171.2
36093_at,625.2,579.7,186,605.9,597.1,612.7
36094_at,-42.2,-33.9,3.2,-0.8,-48.3,-52.8
36095_at,1793.3,2023.7,814.9,2322.1,1835.2,1860.2
36096_at,771.2,806.1,426.8,690.8,866.7,800.2
36097_at,701.9,329.1,291.8,1066.6,451.8,304.3
36098_at,374.5,259.2,77.5,327.8,287.1,257.9
36099_at,87.3,83.6,32.5,81.5,72.5,102.7
360_at,-48.9,-58.3,-29.1,-81.9,-65.1,-67.6
36100_at,1042.8,364.7,136.6,294.1,218.3,831.1
36101_s_at,112.1,26.4,12,23.2,6,130.9
36102_at,1606.3,1716,632.4,1392.3,2132.9,1972.6
36103_at,774.3,94.2,40.4,82.3,59.9,69.1
36104_at,1943.8,2079.9,497.8,1458.1,2367.4,1943.7
36105_at,-12.4,-14.9,-1.1,-18,-8,-12.2
36106_at,4.4,-27.3,2.4,-64.6,-31.7,-73.8
36107_at,1149.1,1101.4,350.9,745.4,800.6,676.5
36108_at,-60.3,-105.1,-37.5,-89.3,-90.2,-63.2
36109_at,71.9,-4.3,10.7,39,62.9,24.4
36110_at,628.8,691.5,287.3,672.6,706.2,823.2
36111_s_at,786.5,859.8,272.2,957.4,978.3,830.2
36112_r_at,314.5,455.5,142.1,320.6,392.7,327.4
36113_s_at,19.1,-29.9,9.3,36.7,2,-4.2
36114_r_at,691.2,264.3,670.5,830.6,727.4,432.7
36115_at,4.9,-36.6,135.6,21.1,59.9,77.5
36116_at,-50.6,-50.5,-30.6,-56.8,-30.8,-26.8
36117_at,405.7,405.6,160.2,448.3,453,440
36118_at,452.2,426.3,187.4,510.2,352.2,428.2
36119_at,76.3,73.8,36.6,97.2,62.6,47.7
36120_at,26.9,42.1,-21.3,57.6,54.1,46.1
36121_at,228,364.5,38.8,130.9,145.9,277.6
36122_at,1309.2,864,354.7,1051.2,1017.6,973.5
36123_at,82.2,169.2,60.2,191.7,81.8,164.5
36124_at,82.5,90.3,29.5,115.9,120.6,127
36125_s_at,132.3,109.9,48.2,137.6,132.4,118.3
36126_at,128,64.6,22.5,118.3,134.7,183.3
36127_g_at,218.8,184.9,47.7,229.4,223.1,140.9
36128_at,276.4,270.6,76.1,334.1,246.4,386
36129_at,1423.8,1676.2,764.1,1831.5,1042.9,1442.3
36130_f_at,2299.8,1266.9,607.1,1608,699.5,1782.8
36131_at,993.7,67.3,40.1,161.1,50.6,103
36132_at,44.2,79.6,17.1,117.8,28.3,137.4
36133_at,59.7,15,18.8,44.2,33.1,35.4
36134_at,3458.7,3254,1358.6,3731.1,3793.4,3452.8
36135_at,496.9,537.6,231,708.4,627.9,579.8
36136_at,434.9,443.4,81.7,322.2,308.4,303.6
36137_at,610.9,676.1,202.4,600.4,624.2,613.7
36138_at,715.7,610.9,291.2,730.6,1237.4,1367.9
36139_at,258.7,206.4,79.4,201.4,147.4,200.2
36140_at,347.9,299.8,185.1,387.9,163,156.2
36141_at,-149.2,-95.1,-73.8,-52,-44.4,-42.5
36142_at,580.4,733.1,192.2,509.5,682.1,563.3
36143_at,55.5,37,12.3,52.4,32.4,34.2
36144_at,820.7,1270,319.5,1038.1,1512.3,1349.2
36145_at,705.1,728.2,161.5,712.5,793.2,787.7
36146_at,312.9,451.1,158.9,411.9,460.2,491.7
36147_at,435.1,481.6,258.4,627,395.6,539.5
36148_at,1976.1,2527.4,861.3,2573.9,3274.3,2310.5
36149_at,511.3,598,272.7,729.8,204.7,465
36150_at,346.7,394.6,65.7,523.5,282.3,517.6
36151_at,1658.4,1688.2,862.7,1856.2,2299.8,1881.2
36152_at,4397.1,4093.1,2203.3,3699.6,5295.9,4399.3
36153_at,508.5,382.2,150.8,439.6,461.7,496.4
36154_at,502.5,590.9,185.5,661.2,458.8,699
36155_at,1475,1759.4,841,1547.5,2146.1,2046.6
36156_at,-122.8,-124.2,-17.8,-47.5,-107.2,-58.9
36157_at,-0.4,-0.1,-2.4,7,-1.6,1.9
36158_at,654.3,780.3,330,755.6,1097.3,975.7
36159_s_at,2300.4,2080.3,891.4,1894.6,2265.2,1705.7
36160_s_at,739.5,1222.5,251.8,1132.8,1104.6,1084.5
36161_at,1008.6,1116.5,498.9,1249.7,991.9,1487
36162_at,1314.7,1337.6,474.1,1271.7,1648.3,2034.1
36163_at,147.3,211,53,196.2,167.7,153
36164_at,729,704.9,238.4,647.3,937.4,764.7
36165_at,1699.3,1860.2,602.1,1826.2,2086.8,1633.4
36166_at,362.1,453,142.3,385.5,467.4,445.9
36167_at,2454.8,1687.4,510.3,2267.3,2184.8,1827.3
36168_at,-15.7,-55.6,-31.9,-14.4,-24.3,41.3
36169_at,2550.4,2682.5,799.7,2425.7,2964.4,2658.3
36170_at,237.4,186.9,92.1,177.7,166,218.4
36171_at,745.8,715.7,227.9,663.2,555.3,581.5
36172_s_at,1221.8,1458.6,468.7,1643.6,1261.6,1391.2
36173_r_at,456.8,350.2,125.2,170.4,67.6,219.5
36174_at,1655.8,2104.5,844.6,2029.8,1901,1795.2
36175_s_at,1199.8,1518.9,368.4,1145.9,1397.1,840.6
36176_at,213.1,236.9,39.9,220.1,275.7,294.9
36177_at,37.4,27.8,4,77.7,105.5,75.6
36178_at,83,66.7,31,73.3,120.9,13.5
36179_at,390.6,367.3,51.4,271.8,253.8,313.3
36180_s_at,107,69.2,40.8,99.6,71.3,27.9
36181_at,1349.5,1282,426,1257.9,1031.3,1100.4
36182_at,146.4,317,29.3,168.3,140.1,119.3
36183_at,603.7,645.7,185.3,442.8,656.3,499.7
36184_at,235.7,231.5,82.6,195.6,75.5,233.8
36185_at,995.6,967.2,270,911.5,1169.2,1170
36186_at,1474.3,1627.3,653.5,1652.7,1652.5,1749.3
36187_at,340.5,394.8,145.5,445.1,424.3,435.8
36188_at,464.2,412.1,149.8,515.4,458.9,227.9
36189_at,476.8,492.1,181.3,495.3,428,461.7
36190_at,51.3,84.8,28.5,80.8,83.7,77.7
36191_at,18.4,10.1,16.3,10.2,10.4,13.1
36192_at,1229.3,1816,620.4,1736.8,1684.3,1707.6
36193_at,119.8,107.5,65.6,230.6,187.3,120.6
36194_at,417.4,323.2,161.6,614.7,550.3,503.2
36195_at,275.2,401.4,113.9,339.6,430.5,394.4
36196_at,685.6,930.5,354,945,1116,1083.3
36197_at,275.4,-6.4,-4.4,-7.4,-0.4,22.7
36198_at,1997.1,2335.6,1010.3,2329.1,3018.9,2670.3
36199_at,248.1,314.6,76.1,267.9,204.9,249.3
361_at,74.6,162.4,24.8,10.1,62,82.3
36200_at,151.6,210.5,116.6,515.1,141.2,500.6
36201_at,818.6,1009.2,349.6,1077.8,980.3,1154.6
36202_at,697.5,454.9,210.9,474.6,334.1,703.1
36203_at,200.1,144.2,53,185.9,136.1,207.2
36204_at,781.5,867.7,186.7,591.7,621.7,755
36205_at,214.4,250.4,74,242,270.7,270.3
36206_at,37.8,18.8,14.6,29.1,19,16.2
36207_at,939.1,526.9,201,475.9,453.8,632.1
36208_at,386.6,631.3,66.5,408.3,305.4,476.5
36209_at,576.2,638.4,174.4,499.1,536.7,535.8
36210_g_at,607.5,675.7,193.7,510.5,622.1,523.1
36211_at,884,1152.6,403,1119.7,1384.8,1435.7
36212_at,-12.6,22.6,23.3,29.6,22.7,52.1
36213_at,-41.6,76.3,-6.5,-47.6,-28.8,-45.4
36214_at,72.3,78.5,71.4,84.2,53.5,35
36215_at,1033,1334.8,779.3,973.5,1411.9,1520.6
36216_at,24.5,36,15.4,44.8,40.2,37.5
36217_at,35.8,6.7,8,15.5,2.7,16.4
36218_g_at,74.1,105.8,55.7,125.6,35.6,119.7
36219_at,-21,-43.9,-0.6,-4.1,-7.6,-29
36220_at,24.2,52.8,27,10.2,32.7,94.3
36221_at,163.5,238.4,65.4,263.4,312.1,288.1
36222_at,354.6,552,197.3,185.4,296.5,253.9
36223_at,-1.5,-5.2,7.1,7,12,-10.2
36224_g_at,563.3,519.3,195.8,619.8,433.5,255.1
36225_s_at,115.9,117.3,52.1,87.2,79.4,67
36226_r_at,174.4,55.1,1.6,66.3,135.2,56.1
36227_at,16.3,0,7.6,5.7,13.6,-8.3
36228_at,14.5,73.7,22.2,45.1,68.3,22.7
36229_at,-47.2,-135.2,-104.7,-109,-168.3,-195.4
36230_at,53.1,76.6,21.5,58.8,38.3,39.8
36231_at,60.6,100.7,34.8,92.3,144.9,123.2
36232_at,43.6,116.1,22.5,58.3,70.5,58.4
36233_at,15.6,17.6,8.5,-2.7,-8.6,-6
36234_at,230.9,39.8,3.6,14.5,9.6,10.6
36235_at,119.9,131.2,39.9,112.5,84.5,138.2
36236_at,-12.5,14,15.5,16.5,-2.3,18.7
36237_at,124.3,179.2,70.2,132.6,136.5,126.6
36238_at,-19.4,-123,65.3,-50.8,-120.5,-60.5
36239_at,1.1,1.5,-1.9,17.2,3.7,3.4
36240_at,-44.1,-52,1.9,-61.6,-57.4,-50.3
36241_r_at,1.3,5,9.4,23.1,-0.6,4.7
36242_at,67.8,64.6,20.9,113.4,73.9,73.1
36243_at,5.9,-17.2,-11.9,-47.3,-15.5,-18.6
36244_at,-66.4,-70.2,-21.1,-64.7,-71.8,-69.7
36245_at,60.6,111.6,27.9,44.2,70.8,60.7
36246_at,24.8,42,13.2,56.3,19.6,22.6
36247_f_at,-153.3,-166.4,-42.5,-118,-151,-146.5
36248_at,311.2,199,84.5,241.6,265.5,160.3
36249_at,17.4,-1.9,-2.3,21.6,4.1,8
36250_at,303.4,697.2,231.6,423,433.4,300.3
36251_at,-13.1,11.1,-16.8,10.4,129.4,-25.6
36252_at,108.7,144.1,29,62.2,93.4,132.9
36253_at,39.4,-1.6,-12.4,-3.3,23.1,28
36254_at,495.1,805.5,211.9,592.6,390.5,253.9
36255_at,33,12.2,7.3,37.7,6.8,6.3
36256_at,65.7,33.3,27.7,132.8,75.7,79.6
36257_at,-53,-63.6,-59.4,-58.8,-59.3,-71.8
36258_at,26.8,31.1,5.5,33.6,19.9,21.1
36259_at,31.1,3.6,6.3,-10.2,-3.3,-4.3
36260_at,-40.8,65.7,-7.8,-6.6,62.6,57.6
36261_at,607.4,601.6,67.4,601.9,338.8,495.1
36262_at,45.9,32.3,26.9,66.2,34.6,69.7
36263_g_at,-8.5,-29.3,2.9,-44.7,10.9,-32.8
36264_at,212.2,268.3,103.5,389.7,290.4,126.9
36265_at,134.9,82.3,24.3,39.7,51.1,140.5
36266_at,-372.3,-167.4,-144.8,-161.5,-210.3,-196.5
36267_at,-34.9,154.3,4.3,-1.1,10.8,-26.7
36268_at,14.3,29,17.9,42.5,16.7,27.1
36269_at,57.9,63,15.9,52.5,45.7,50.6
36270_at,34.2,235.2,-4.3,20,40.3,179.6
36271_at,25,115.7,28.5,45.9,33.4,25.6
36272_r_at,29.7,31.8,3.5,37.6,17.7,34.5
36273_at,44.6,58.5,15.6,80.9,49.6,112
36274_at,31.7,29.6,-3.3,22.9,24.9,39.1
36275_at,46.2,55.3,29.4,118.1,52.2,29.5
36276_at,362.3,444.2,276.5,490.6,444.3,277.3
36277_at,102.5,65.9,59.3,81.8,152.3,59.9
36278_at,61.5,94.8,57.5,18,25.6,-63.5
36279_at,47.9,31.7,10.9,48.3,32.9,41.1
36280_at,2.2,3.9,-9.5,-0.7,0.3,-11.3
36281_at,35.1,46.5,49.8,-44.7,42.5,18.2
36282_at,2.5,23.2,17.7,51.8,23.9,22.9
36283_at,45.9,20.2,25,43.1,35.2,32.4
36284_at,-109.1,-165.6,-73.6,-163.2,-143.8,-117.1
36285_at,2883.1,2741.4,1142.3,2915.5,2537.6,2401.9
36286_at,15.7,-5.1,43.1,26.5,19.2,13.9
36287_at,16.7,31.8,10.2,18.2,23,15.8
36288_at,-288.7,-353.3,-154,-274.5,-335.8,-160.4
36289_f_at,102.1,91.1,72.1,137.8,126,60.9
36290_s_at,-65.2,14.6,-99.1,-92,-7.6,-22.2
36291_at,-3.7,4.2,-2,15.6,4.6,-14.9
36292_at,-41.4,-38.7,-20.1,-91.7,-119.6,-37.4
36293_at,-21.4,-22.7,-11.7,-25.2,-2.4,-12.8
36294_at,21.5,25,8.5,11.3,11.8,14.7
36295_at,70.6,83,31.6,95,61.4,77.3
36296_at,-18.2,-13.1,-6.7,7.9,-3.2,-6.4
36297_at,31.9,35.8,16.8,47.8,20.9,23.4
36298_at,378.3,478.5,163.7,406.6,410.6,370.8
36299_at,-21.6,-27,9.8,11.1,-15.6,-2.3
362_at,604.6,671.8,318.8,888.5,746.7,697.2
36300_at,-113.2,-137.7,-28.1,-91.3,-128.4,-55.4
36301_at,-308.2,-237.8,-163.5,-242.1,-282.4,-235.5
36302_f_at,56.1,56.5,20.9,65.6,49.8,40.7
36303_f_at,309.8,546.7,143.8,317.5,284.8,308.2
36304_at,116,116.2,46.2,85.6,113.6,93.7
36305_at,-89.7,-120.8,-16.9,-80.6,-83.9,-89.4
36306_at,62.5,101.6,108.5,61.3,78.3,110.4
36307_at,1187,348.6,426.6,1342.7,583.5,218.3
36308_at,248.7,163.8,51.8,129.5,83.7,286.3
36309_at,8.3,6.1,1.8,-1,1.2,1.6
36310_at,119.6,80.1,71.2,153.3,164.2,132.6
36311_at,64.2,26.1,28.3,81.1,54.6,75.7
36312_at,-1.5,-37.4,-19.4,-54.8,-24.9,-56.1
36313_at,70.8,19.9,24.9,61.5,84.2,54.6
36314_at,-22.9,-45.2,-23.2,-34.5,-31.1,-102.1
36315_i_at,42.8,49.1,16.1,21.6,51.7,44
36316_r_at,16.5,29.2,8.1,34.5,29.3,19.2
36317_at,25.8,48.8,-0.6,21.9,48.6,46.7
36318_at,67.8,29.6,59.1,97.7,90.4,248.3
36319_at,43.1,54.8,12.8,35.6,23.6,26.5
36320_at,-5.2,-11.9,4.9,-14.5,3.9,1.6
36321_at,-3.1,-6.1,2.8,-28.9,-7.8,2.6
36322_at,171.5,201.5,76.3,164.6,185.8,156.3
36323_at,497.4,545.8,198.8,650.8,803.4,759
36324_at,51.7,40.3,9.4,46,13.3,57.5
36325_at,2.5,5.9,-1,-10.8,13.9,1.6
36326_at,21.2,19.2,14.2,34.9,37.1,25
36327_at,-9.6,-4.9,-9.1,-18.7,-10.7,-18.2
36328_at,171.7,154.2,96.4,189.8,188.6,133.3
36329_at,9.6,9.3,5.5,25.2,8.8,16.2
36330_at,348.7,397.9,112.6,370.8,598.4,401.2
36331_at,42.7,8.9,22.8,42.8,28.3,14.4
36332_at,364.1,602.3,237.1,309.1,582.5,336.3
36333_at,2286.3,2935.9,1021.6,2800.7,2237.6,2352.3
36334_at,91.3,84.8,20,68.6,62.3,72
36335_at,-17,-1.5,3,-2.1,-12.1,-12.9
36336_s_at,-6.3,-23.3,-6.6,-26.6,-18.4,-19.7
36337_at,207.1,418.1,157.2,283.3,248.3,203
36338_at,436.3,728.9,259.3,233.7,570,513.4
36339_at,15.7,12.6,-7.4,3.2,7,15
36340_at,-10.8,-15.2,-19,-52.5,-45.1,-39.1
36341_s_at,0.9,4.4,-0.3,2.3,0.4,3
36342_r_at,-4.5,4.6,4.5,6.4,12.7,4.8
36343_at,21.5,44.6,13.8,19.4,23.9,66.8
36344_at,67.4,-81.6,95.8,10.9,29.1,-63
36345_g_at,27.8,36.6,-3.7,46.5,23.5,29.9
36346_at,13.5,-12.5,-18.8,-45.3,-6.1,20.5
36347_f_at,35.6,10.2,3.4,69.9,7.6,13.9
36348_r_at,-4.9,-1.5,-7.8,0.7,-4.8,-1.6
36349_at,14.5,23.3,-5.7,-2.9,13.3,9.4
36350_at,4.7,3.8,-0.7,12.9,7.3,5.7
36351_at,-31.8,-74.4,-30.7,-52.6,-52.5,-43.7
36352_at,-249.3,-273.2,-4.4,21.5,-142.3,-142.2
36353_at,-27.6,-22.4,-9.1,-55.1,-13.9,-44
36354_at,79,-10.9,-0.9,50.8,-10.9,-17.6
36355_at,71.9,146,94.9,70.2,146.3,53.1
36356_at,-150.4,-259.8,-141.1,-248.5,-215.5,-188.8
36357_at,1.7,8.8,8.8,14.1,2.6,4.8
36358_at,2603.4,2689.4,1263.4,3263,2644.3,2585.8
36359_at,337.2,424.6,222.1,379.5,402.5,284.2
36360_at,24,29.6,9.6,34.9,32.1,45.1
36361_at,55.4,114.6,53.7,115.8,68.7,106.4
36362_at,75,83.2,61.3,64.8,48.8,64.4
36363_at,15.5,48.1,32.9,142.1,191.1,44.3
36364_at,20.1,63.1,48.7,99.5,37.4,88
36365_at,-4,1.7,2.9,13.9,4.8,1.5
36366_at,22.1,14.7,8.8,42.1,15.1,30.6
36367_at,42.1,39.4,79.6,215.5,50.1,82.3
36368_at,17.6,16.4,41.7,-41,-50.4,-155.5
36369_at,15.5,23,13.2,17.7,17.2,17.8
36370_at,-3.7,5,14.3,-1.5,4.6,-3
36371_at,30.1,29.8,30,24.8,17.3,24.5
36372_at,-7,-140.3,-34.3,-92.5,95.5,-135
36373_at,-22.9,17.2,-24.5,-22,5,-27.4
36374_at,4.9,-10.7,-17.4,-23.9,-23.2,-21.3
36375_at,399.7,425,163.2,381.1,424.1,298.9
36376_at,87.8,120,47.5,130.9,76.3,57.1
36377_at,28.9,-16.8,-6.2,-13.7,-7.7,-11.7
36378_at,249.6,258.8,37.4,118.9,208.3,125.4
36379_at,22.8,74,0.6,25,37.5,23.4
36380_at,32.9,53.9,16.9,47,19.6,22.3
36381_at,-185.3,-166.2,-100.3,-64.5,-208.5,-201.5
36382_at,-57.3,-60.9,-41.3,-46.7,-60.4,-55.3
36383_at,-16.3,-10.6,9.8,-9,-18.1,-5.9
36384_at,-15.1,-18.9,-9.7,-11.6,-9.3,-14.6
36385_at,8.6,-8.3,-11.3,14.7,-7.7,-12
36386_at,5.3,-22.9,8.7,4.9,-14.3,5.9
36387_at,-39.7,-67.8,0.2,19.1,-84.2,-68
36388_at,56.1,67.7,33.7,67.1,90.3,56.7
36389_at,3.7,5.5,1.5,-0.5,-8.4,4
36390_at,47.3,30.9,-3.4,43.8,56.9,48.9
36391_at,41.5,179.1,2.8,49.2,29.7,94.5
36392_at,22.3,33.6,0.4,6.2,34.7,25.7
36393_at,273.1,258.6,41.6,186.2,222.8,244
36394_at,763.2,597.9,273.5,715.3,558,787.4
36395_at,37.2,34.1,15.9,25.5,21.3,17
36396_at,64.4,35.4,8.1,24.1,22.1,24.5
36397_at,4.3,-3.9,5.8,18.6,-10.5,-6.3
36398_at,46.2,94.3,8.8,70.3,50.7,128.1
36399_at,29.7,60,8.6,43.9,16.2,51.1
363_at,76.1,118.9,54.6,84.2,133.3,184.6
36400_at,-4.5,5.3,-1,-3.2,-4,2.9
36401_at,31.1,20.5,12.4,85.7,17.4,72.1
36402_at,-72,-91.8,-41.8,-58.4,-86.7,-79.7
36403_s_at,47.1,63.4,17.4,50.3,43.6,19.2
36404_at,105.6,91.5,61.6,117,114.8,117.2
36405_s_at,-25.6,-27.8,-10.6,-43.4,-17.9,-39.5
36406_at,23.1,12.2,4.7,35.1,-1,26.4
36407_at,-166.1,-91.3,-76.6,-12,-96.7,-93.1
36408_at,25.9,-27.1,-22.2,3.6,68.9,-13.6
36409_f_at,-3,-9.2,-1.9,-18.6,1.7,-3.3
36410_f_at,186.7,265,116.5,178.9,339.9,330
36411_s_at,347,459.6,245.8,358.9,488.1,508.9
36412_s_at,138.3,49,10.2,67.2,44.1,76.1
36413_at,-3.4,36.6,-4.4,9.4,18.7,41.8
36414_s_at,36.4,84.5,35.8,38.4,43.3,58.6
36415_at,-17.8,-23.9,-12.3,-8.1,-14.9,-15.2
36416_g_at,-42.8,-51.8,-6.7,-37.1,-25.2,-33.1
36417_s_at,216.8,227,88.2,142.9,190.5,166.8
36418_at,-43.8,-15.4,4.3,-80.2,-11.2,-4.9
36419_at,6.2,-18.7,-2.8,-15.8,-14.4,-8.7
36420_at,-24.5,12.6,-0.5,-6.2,24.3,-1.6
36421_at,85.8,88.7,33.1,65.4,64.4,50.8
36422_s_at,-2.8,-7.6,-15.8,92,-12.5,-19.6
36423_at,139,282.3,89.9,92.4,1111,493.1
36424_at,7.3,-2.4,-2.4,-0.3,7.5,-2.2
36425_at,13.7,26.8,2.1,-5,8.9,2
36426_g_at,-28.9,-15.8,-13.8,-43.6,-0.1,1.3
36427_at,47,46.1,20.5,57.4,42,49.4
36428_at,-24.8,-79.8,-25.4,-58.1,-60.9,-49.4
36429_at,-2.5,9.1,-17.8,-85.4,-14.7,-17.7
36430_at,2.4,-20.8,-11.1,-13.8,-8.6,-26.9
36431_at,89.9,79.4,18.3,64.3,50,54
36432_at,84.6,81.5,42,63.9,29,54.8
36433_at,8.6,14.7,5.4,7.2,6.4,6.8
36434_r_at,5.5,5.5,3.8,18,6.6,11
36435_at,18.7,24.5,6.4,13.4,38.6,30.8
36436_at,24.4,11.7,16.7,35.6,30.5,40.3
36437_s_at,49.7,50.9,18.8,51.8,56.1,67.1
36438_at,-4.8,-1.3,-3.6,-4.3,6.4,2.7
36439_at,18,21,-7,-2,16.6,9.2
36440_at,-118.3,-252.2,-3.5,-45.3,-133,-226.5
36441_at,19.9,60.8,18.1,9.7,36.9,23.4
36442_g_at,60.2,94,54,141.7,95.8,133.3
36443_at,74.2,151.1,60.1,132.5,49.9,112.6
36444_s_at,-8.4,-9.1,7.6,79.2,9.5,-6.9
36445_at,-27.5,-60.5,7.7,20.7,17.1,18.4
36446_s_at,482.1,375.1,109.8,554.5,351.5,314.6
36447_at,214.9,-24.5,-16.4,-40.2,-26.7,-31.3
36448_at,301.9,441.6,191.1,410.5,441.4,468.1
36449_s_at,-55.3,-106.4,-19.1,-68.8,-92.4,-93.3
36450_at,5.5,17.4,81,-6.7,55.3,59.3
36451_at,1049,884,279.2,931.6,941.8,1126.8
36452_at,979.6,1024,648.9,1203.8,994.1,820.3
36453_at,483.8,740.5,302,790.2,840.9,902
36454_at,-24.3,-16.3,-12.1,-29.7,-19,-8.1
36455_at,30.3,74.5,30.2,65.2,66.2,33.6
36456_at,95.5,102.8,61.2,155.3,96.9,144.8
36457_at,48.4,2.8,21,24.5,25.6,21.4
36458_at,118.4,143,61.3,159.5,118.7,134.1
36459_at,408.5,401.4,201,467.3,470.7,244.7
36460_at,45,31.2,0.8,24.5,39.3,22
36461_at,64.5,80.4,43.4,46.1,61,69
36462_at,266.4,198.9,108,229.5,322.5,336.6
36463_at,236.4,331.1,95.3,325.3,362.9,374.9
36464_at,15.8,54.9,2.5,14.1,31.6,22.9
36465_at,77.9,139.4,-2.1,94.4,132.8,114.1
36466_at,400.8,47.7,22.8,76.6,14.2,52.1
36467_g_at,286.4,141,11.6,93.8,50.4,143.7
36468_at,221.3,338.1,78.7,248.1,283.1,196.5
36469_at,97.4,151.8,48.8,57.6,45.5,179.8
36470_s_at,17.4,63.3,22.4,56.4,21.5,53.4
36471_f_at,40.2,153.4,44.3,91.2,32.2,119.1
36472_at,104.3,39.6,24.9,38.3,32.3,40.2
36473_at,231.1,176,121,196.6,278.7,228.2
36474_at,119.5,127.9,48.4,173.4,137,114.5
36475_at,198.9,347.9,66.4,206,200.4,190.6
36476_at,45.2,21.8,15.8,34.7,35,35
36477_at,17.9,4.3,-7.6,2.9,-1.2,-2.3
36478_at,-4.8,9.9,1.3,-6.6,-4.9,7.1
36479_at,84,78,12.7,141.5,64,230.9
36480_at,133.7,106,27.1,89.9,94.2,142.7
36481_at,14.8,10.9,-11.8,8,11.3,17.6
36482_s_at,-144.7,18.3,-103.5,-84.2,-201.5,-166.7
36483_at,-5.7,-9.1,-1.3,-4.1,-8.7,-10.4
36484_at,3.4,-2.5,2.7,3.4,12.3,-3.8
36485_at,-34,9.1,-78.6,-101.8,-131.7,-11.4
36486_at,3.3,24.8,11.6,-3.6,-8.7,13.1
36487_at,-1.9,-9.1,0.4,-8.2,-4.3,-0.6
36488_at,653,707.6,311.5,696.6,783,797.1
36489_at,361.1,397.7,126.3,318.5,528.3,455.6
36490_s_at,89.8,157.4,89.9,205.1,148.6,200
36491_at,16.3,17.5,14,23,-1.7,4.5
36492_at,117.1,105.2,38.3,175.8,102.1,114.3
36493_at,66.5,24.8,-3.6,20.6,7.5,9.5
36494_at,47.2,42.7,14.5,54.7,39,38.3
36495_at,69.2,-23.7,-5,27,-2.7,-21.4
36496_at,78.1,56.9,7,92.6,34.7,74.8
36497_at,69.2,82.9,13.9,59.9,95.7,82.6
36498_at,98.9,259,10,98,261.9,260.7
36499_at,436,557.7,143,446.7,631.6,475.1
364_s_at,6.3,4.9,0.2,0.5,5.5,2.9
36500_at,168.5,190,55.7,216.2,166,148.8
36501_at,69.2,114.7,25.4,58.9,122.3,165.9
36502_at,772,1137.2,409,734.3,1664.7,1243.5
36503_at,-28.8,-38.1,-13.2,-23.5,-33,-57.5
36504_at,42,52.8,26.6,69.4,52.1,42.5
36505_at,-24.1,5.3,-9.3,-17.2,-5.5,-22.7
36506_at,63.4,69.3,22.4,99.6,69.5,98.9
36507_at,227.1,290.4,71.9,74.1,260,300.8
36508_at,2.1,-2,-0.2,3.2,0.3,15
36509_at,60.8,109.1,30.9,111.1,86.5,108.3
36510_at,14,0.7,25.3,43.5,14.4,17
36511_at,332.1,406.8,151.2,368.4,481.9,449
36512_at,-19.3,-16.8,-8.9,-13.3,-8.7,-10.1
36513_at,2.4,-3.4,-5,0.2,7.4,2.1
36514_at,122.6,137.3,42.9,164.3,120.1,100.7
36515_at,250.9,203.7,50.4,260.4,239.5,258.7
36516_at,72.9,72.8,1.6,42.6,72.2,69.5
36517_at,929,809,272,995.4,832.1,678.5
36518_at,-94.5,-55.1,-23,-55.2,-140.8,-95
36519_at,157.6,165,33.3,139.1,180.3,144
36520_at,-82.9,-111.7,-37,-59.8,-67.9,-101.4
36521_at,132.3,229.5,86.8,161.8,129.4,161.8
36522_at,-752.6,-929.7,-551.3,-482.4,-887.4,-493.7
36523_at,28.3,31.2,11.9,27.8,33.6,16.3
36524_at,798.8,1313.6,298.5,1235,868,1053.3
36525_at,493.5,414.3,148.3,436.2,447.6,466.2
36526_at,554.2,494.9,143.4,253.6,945.6,562.3
36527_at,-29.7,-9,14,3,-28.2,-26
36528_at,-57.2,-75.7,-29.1,-45.5,-65.2,-29.4
36529_at,62.7,71.7,7.4,130.9,61.3,62.1
36530_g_at,29.7,50,27.2,12.1,48.1,87.3
36531_r_at,38,-10.7,-18.1,15.2,32.4,-20.3
36532_at,75,114.9,45.3,127.9,306,128.4
36533_at,13.7,-2.8,5.4,-1.2,-26.2,2.3
36534_at,178,118.9,104.7,217.9,190.9,248.7
36535_at,261.8,215.9,85.9,274.5,212,241.8
36536_at,1250.6,1084.4,331.5,1237.7,1292.7,1021.5
36537_at,358.5,341.9,147.8,472.4,341.9,400.1
36538_at,198.7,288.5,84.2,213.5,221.4,252.9
36539_at,-2.5,-9.6,-29,-31.6,-26.7,-10.6
36540_at,159.7,207.3,43.2,173.5,211.6,177.1
36541_at,-158.9,-192.1,-79,-100.3,-165.9,-134.5
36542_at,730.1,683.8,297.4,720.3,844,823.1
36543_at,424.1,176.4,67.1,224.2,34,190.1
36544_at,278.8,432.4,112.4,341.2,442.9,575.3
36545_s_at,88.1,126.7,35.2,85.4,128.5,91.9
36546_r_at,2564.4,2091,2001.1,3329.2,2493.7,1587.5
36547_r_at,-571.5,-785.9,-1046.6,-1437.4,-1175.6,-561.1
36548_at,94.7,60.5,33.2,96.8,85.3,115.9
36549_at,-93.5,-29.7,-13.1,-40.5,-11,-84
36550_at,171.7,207.2,72.8,167.3,97.1,228.3
