,GSM160306,GSM160307,GSM160308,GSM160309,GSM160310,GSM160311
36551_at,125.7,123.5,41.6,94.1,144.6,123.1
36552_at,180.1,142.7,50.3,147.3,111.2,63.8
36553_at,99.4,150,55.7,229.6,139.1,187.6
36554_at,80.8,127.2,2,114.3,130.9,205.3
36555_at,1144.9,1074.2,614.8,576.5,1891.9,1244
36556_at,264.4,240.1,94.3,294.4,254.8,255.8
36557_at,620.1,731.4,179.3,427.1,872.5,795.9
36558_at,88.3,103.3,53.9,151.1,133.7,78
36559_g_at,24.7,32.7,15,69.5,71,41.6
36560_at,14.7,-0.3,34.1,104.4,24.3,128.1
36561_at,86.3,114.9,52.6,179.5,141.6,205.9
36562_at,354.7,428.8,24.4,216.6,188.6,406.9
36563_at,521,449.6,140.1,461.9,392.4,365.1
36564_at,192.2,126.3,17.2,68.6,149.1,195.7
36565_at,44.2,13.6,-3,42.5,42.4,61.1
36566_at,13.9,38.9,7.4,25.3,15.4,26.6
36567_at,2603,3070.8,1436.8,1983.3,4128.5,4010.3
36568_at,2214.2,2461,1083.8,1943.8,3053.5,2683.2
36569_at,170.8,306.8,139.7,414,397.2,266.6
36570_at,644.9,416.8,115.4,392.1,241.4,272.3
36571_at,919.4,1000.2,370.6,868.9,1155.5,991.2
36572_r_at,1746.7,1906.7,1090.7,1756.5,2558.6,2401.3
36573_at,74.7,59.4,37.4,61,76,56.7
36574_at,501.1,639.1,164.8,553.3,618.8,735.7
36575_at,1405.5,50.6,117.8,204.1,27.4,76.9
36576_at,629.3,552.1,151.3,505,563.9,589
36577_at,332.6,268.4,90.3,259.6,116.9,275.7
36578_at,352.6,141.6,120.4,264.9,287.7,295
36579_at,246.2,250,77.1,259.6,383.4,373.7
36580_at,509.5,464.3,143.9,409,524.5,533
36581_at,879.7,827.6,219,688.6,1215.6,899.8
36582_g_at,352.2,308.1,89.1,341.9,503.3,438
36583_at,13.7,-216.9,-22.5,85.4,11.2,122
36584_at,28.6,24.3,23,30.4,7.9,24.7
36585_at,812.8,782.1,388.8,827.8,801.3,777.8
36586_at,253.8,306.4,149.5,421.2,313.8,307
36587_at,2698.7,3366.1,1318.6,3735,2830.7,2277.6
36588_at,381.9,721.8,208.7,705.1,616.4,503.3
36589_at,671.5,863.1,268.6,1026.3,987,1013.4
36590_at,-46.2,-4.7,-52.6,5.7,-40.8,-19.1
36591_at,1508.9,2148.6,768.1,3057.1,3065.5,2638.3
36592_at,213.2,357.9,104.5,366.2,322,282.5
36593_at,13,-4.5,3.8,39.3,9.6,8.7
36594_s_at,46.8,29.3,22.1,32.4,38.3,49.3
36595_s_at,51.7,97.9,29.3,134,51.7,85.2
36596_r_at,610.3,915.8,268.4,891.8,616.1,982.8
36597_at,216.2,267.1,55.6,263.4,256,249.1
36598_s_at,40.5,67.5,25.1,66.3,13.9,21.3
36599_at,188.3,142.7,60.4,151,108.8,130.4
365_at,7.2,-5.5,0.5,4.2,2.8,4.4
36600_at,275.2,81,40.3,125.2,36.5,45.8
36601_at,405.2,430.9,157.4,456.6,358.7,300.6
36602_at,31.2,14.8,6.5,89.7,101.9,22.9
36603_at,437.5,188.5,91.6,242.1,235.5,229.1
36604_at,464.4,679.5,177.9,388.2,606,663.7
36605_at,108.7,93.8,57.8,52.5,65.5,110.1
36606_at,1803.6,1960.8,847.6,1939.6,1826.5,1919.3
36607_at,105.8,52.2,7,34.1,23.8,43.6
36608_at,4291.8,4200.1,1894.2,4062,5401.4,3929.4
36609_at,423.8,451.8,136.5,525.3,168.2,1001.1
36610_at,1322.2,1107.2,228.6,1071.9,828.9,892.6
36611_at,863.7,1018.3,373.4,876.3,952.3,933.4
36612_at,216.8,298.4,95.6,331.5,290.8,276.7
36613_at,192.1,163.9,77.9,181,167.1,143.7
36614_at,1528.4,658.2,450.1,1449.5,913.7,1120.3
36615_at,608.8,241.5,168.3,456.4,423.6,556.2
36616_at,1356.6,1343.8,403.5,1075.2,1476.8,1353.5
36617_at,396.2,878.2,168.2,571.3,462.7,414.9
36618_g_at,136.1,407.2,57.7,206.3,167.4,169.6
36619_r_at,-95.8,-130.8,-38.3,-47.1,-108.8,-132.5
36620_at,2743.9,2412.6,971.5,2613.2,2837.1,2410.5
36621_at,137.7,135.8,86.4,224.4,122.8,131.8
36622_at,-24.3,-42.7,-0.6,-13.4,-14.6,-13.6
36623_at,21.6,19.5,-14.2,104.2,-64.7,-33.7
36624_at,339,281.1,44.8,272.1,354.9,391.3
36625_at,281.8,429,97.3,251,374.2,530.9
36626_at,184.6,147.3,11.7,164.8,179.2,117.4
36627_at,3338.9,4365.5,1907.4,4499.3,5090.5,4040.9
36628_at,315.4,469.7,166,558.7,376.8,360.1
36629_at,626.2,373.2,118.5,471,521.1,531.6
36630_at,54.7,-29.7,-60.4,-21.7,35.6,91.3
36631_at,217.3,274.5,113.9,247.5,225.8,280.5
36632_at,115.2,74.4,37,129.2,101.7,93.4
36633_at,432.1,336.4,143.8,469.7,450.5,386.4
36634_at,668.3,342.1,280.1,704.5,277.1,264
36635_at,223.2,128.3,54.7,247.6,198,174.8
36636_at,917,1000.5,464.2,1134.1,1159.2,770.1
36637_at,497.3,495.8,150.9,435.2,480.1,601
36638_at,259.6,188.5,245.3,578.6,291.6,216.6
36639_at,187.6,244.1,64.9,215.3,180.4,188.2
36640_at,296.5,159.6,56.9,160.1,167.3,175
36641_at,724.9,841.7,258.7,418.4,911.1,864.3
36642_at,148.6,146.5,59.4,150.2,94.3,122.6
36643_at,376.6,369.4,156.2,502.1,231.3,298.1
36644_at,11.1,-75.1,-30.2,0.1,-78.9,-53.6
36645_at,359.4,215.7,100.7,225,155.3,106.3
36646_at,-27.1,-21,-12.3,-5.6,-12.9,-9.4
36647_at,199.5,277.4,81.6,217.2,233.2,249.9
36648_at,58.8,60.6,42.6,99.2,86.1,93.8
36649_at,105,50.3,23.1,88.6,83.6,49.5
36650_at,540.1,582.4,272.9,581.4,709.6,523.3
36651_at,251,257.8,85,371.6,328.8,330.9
36652_at,615.3,844.4,252.5,1019.2,1100.8,809
36653_g_at,230.8,452.4,201.6,546.1,555.5,462.6
36654_s_at,1687.2,1245.1,422.5,1314.8,1078.4,1242.8
36655_at,46.7,34.3,34.9,136.8,25,32.3
36656_at,3.3,15.2,7.5,13.5,8.4,7.5
36657_at,-78.5,-202.1,-121.8,-190.2,-384.1,-411
36658_at,282.7,266.8,146.6,440.9,433.3,400.6
36659_at,550.1,253.6,67.4,193.9,138.2,155.1
36660_at,559.8,619.4,163.2,334.4,616.5,586.4
36661_s_at,852.6,-81.3,-62.1,18.4,-44.3,35.9
36662_at,45.7,32.5,-2.4,22.8,18,24.5
36663_at,693.7,526.1,165.3,461.9,364.1,277
36664_at,161,161.3,41.2,144.8,125,70.7
36665_at,-32.3,-59.9,-26.5,-122.4,-56.8,-48.4
36666_at,1172,1069.4,436.5,1148.1,998.7,871.3
36667_at,335.6,364.9,158.5,600,458.3,543.7
36668_at,1475.4,1526,451.4,1648.4,1161.1,1344.1
36669_at,647.4,72.7,405.7,664.2,78.2,52.2
36670_at,438.4,288.6,116,296.6,421.4,589.6
36671_at,481,546.4,156,666.1,562.9,494.9
36672_at,161.6,102.4,64.9,207,306.7,319.4
36673_at,306.2,351.7,117.9,403.4,423.8,458.7
36674_at,414.9,-41.2,-8.2,11.8,-18.8,-12
36675_r_at,914.7,562.7,296.4,551.2,552,587.4
36676_at,400.2,327,91.8,411.1,345.3,301.9
36677_at,214.4,194.1,87,233.6,179.8,194.6
36678_at,1007.1,549.6,176.9,442.1,325.5,406.3
36679_at,9.9,-2.7,22.2,-21.1,49.6,20.1
36680_at,77.6,69.5,17.1,94.3,96,61.8
36681_at,699.3,451.1,176.5,534.2,1135.1,744.3
36682_at,82.5,152.8,17.1,77,124.7,95.3
36683_at,103.1,231.4,39.7,148.1,226.3,223.4
36684_at,376.7,349.8,128.7,251.7,522.5,555.4
36685_at,818.7,780.7,220.3,553.8,1076.8,874.8
36686_at,68.6,83.6,36.8,50.4,114.9,112.5
36687_at,603.8,652.2,205.4,546.5,672.7,568.7
36688_at,172.5,183.2,90.6,185.8,148.4,169.9
36689_at,565.7,518.9,234.3,743.1,645.6,442
36690_at,201.3,157.1,80.1,155.1,270.9,303.2
36691_at,-117.2,-84.1,-52.6,-161.1,-132.5,-171.2
36692_at,186.7,350,149.1,311.9,374.5,445.1
36693_at,3.9,2.7,4.6,6.6,4.3,1
36694_at,50.1,54,24.9,67.8,79.3,37
36695_at,-5.2,-80.5,-1.7,-53.8,-15.2,-4.4
36696_at,143.3,112.8,61.9,234.5,38.7,149.5
36697_g_at,-101.2,-115.4,-50.9,-114.2,-105.4,-69.9
36698_at,-15.1,-8.8,-22.5,7.6,-12.3,1.2
36699_at,94.5,137.9,27.8,92.4,100.2,84.8
366_s_at,17.5,18.7,7.8,13.9,15,7.9
36700_at,102.7,107,54.6,101.7,114.2,97.2
36701_at,875.9,1259.3,601,1610.5,911.6,979.9
36702_at,192.6,287.1,139.2,261.8,264.9,230.3
36703_at,52.4,-3.3,14.7,108.2,45.3,18
36704_at,113.1,122.5,40.5,118.2,114.3,91.7
36705_at,27.4,20.6,6.7,21.1,21.3,33.7
36706_at,46.2,66.2,44.4,52.2,47.2,9.4
36707_s_at,640.7,454.1,177.7,607.4,384,442.7
36708_at,17.4,2.8,-2.7,-12.9,4.8,7.4
36709_at,149.4,15.9,-63.1,52,18.1,21.6
36710_at,48,154.3,47.6,103.6,118.4,33.2
36711_at,333.6,57.2,58.9,169.1,36.8,104.4
36712_at,2.7,5.4,0.6,3.8,3.5,1.4
36713_at,194.8,267.1,55.6,174.3,158.5,216.2
36714_at,-16,-29.3,1,8.4,-20.1,10.2
36715_at,-85.1,-136.3,-52.1,-111.7,-84.7,-80.8
36716_at,29.5,28.4,13.8,20,36.1,23.6
36717_at,113.5,117.6,49,116.2,112.1,126.3
36718_s_at,-8.2,-21.6,-10.6,-32.9,-2.4,-9.6
36719_r_at,25.6,12.6,5.9,21.9,28.4,10.3
36720_at,15.4,11.3,-26.4,-3.8,75.5,34.5
36721_s_at,-18,-10.9,-22.4,-97,18.9,-24.3
36722_s_at,-33.7,-27.1,-1.7,-57,-56.2,8.9
36723_at,-28.8,-16.1,-7.8,-13,-8.3,-2
36724_s_at,-13.8,-1.1,-3.1,-29.4,5.6,9
36725_at,109.8,57.4,55.4,89.9,55,79.3
36726_at,2.5,9.8,4.1,-11.8,-6.2,4.2
36727_at,106.9,140.4,39.9,97.5,134.4,89
36728_at,-24.4,-71.4,30.9,26.8,196.5,146.8
36729_g_at,141.3,31.4,17.1,72.8,184.5,33.1
36730_at,-42.9,9.8,4,9,24.7,26
36731_g_at,287,213.1,90.8,185.2,259.4,133.3
36732_at,106.8,54.4,43.3,173.6,-2.3,-3.3
36733_at,16.7,29.3,5.3,15.8,35.7,18.5
36734_at,225.3,106.1,26.2,263.9,164.6,176.6
36735_f_at,33.8,33.9,-8.4,-8.7,21.1,-0.3
36736_f_at,179.1,135.6,110,312.1,217.9,108.4
36737_at,210.7,220.6,98.2,157.3,192.9,235.7
36738_at,25,3.7,9.1,6.3,-16.1,16.3
36739_at,38.6,32.7,5.5,39,57.8,32.3
36740_at,154.9,72.7,68.8,118.5,96.3,241.6
36741_at,35,-0.5,-4.4,15.1,6.6,-8.6
36742_at,188.1,96,30.4,120.7,130.3,142.5
36743_at,-26.1,-27.6,-12.5,33.8,-41.4,-68.5
36744_at,24,18.3,8.7,13.5,19.8,7.5
36745_at,664.1,488.8,362.4,761.9,347,693.7
36746_s_at,26.9,-4.2,3,31.3,-1.4,3.6
36747_at,127.4,91.6,66.3,108.7,63.2,222.8
36748_at,336.6,358.3,173.3,421.9,362.1,665.4
36749_at,-5.6,-3.6,6.9,0.9,-11.3,-6.1
36750_at,1105.8,1147.8,392.4,944.6,923.8,829.9
36751_at,39.8,41.6,-7.3,46.1,-31.3,-26.8
36752_at,25.1,10,6.8,19.9,12.4,14.4
36753_at,251,13.1,2.8,43.7,2.8,-9.7
36754_at,312.8,450.9,104,292.2,339,304
36755_s_at,35.8,51.3,31.3,18.4,63.8,37.5
36756_at,12.5,3.4,3.8,-12.8,1.9,-2.4
36757_at,-22.2,-33,-6.3,-3.9,-12.6,-17.9
36758_at,23.6,9.6,9.1,12.3,9.5,4.1
36759_at,309,431.7,147.1,425.9,433.1,438.3
36760_at,219,238.3,132,366.9,272.3,293
36761_at,83.5,75.1,19.6,-47.2,32.3,71.6
36762_at,281.8,262.6,119.4,197.2,559.7,704.7
36763_at,-38,-2.8,13,36.3,-17.6,-40.1
36764_at,884.9,941.5,319.5,809.9,873.6,718.3
36765_at,318.3,371.3,118,373.5,367.2,240.4
36766_at,64.3,-8.3,0.3,17.4,10.3,8.7
36767_at,-83.8,-65.7,-37,-62.9,-60.8,-70.3
36768_at,50.9,60.4,16.8,64.9,42.7,49.6
36769_at,42.7,19,-4.4,30.5,23.2,14.7
36770_at,27.3,26.3,42.2,66.9,26.4,1.3
36771_at,-23.4,-83.1,-29.6,-86.9,-94.4,-32.4
36772_at,-34.9,-44.9,-16.4,-46,-34.4,-21.8
36773_f_at,84.4,1.9,32.7,53.5,7.3,-1.7
36774_f_at,-48.3,-84.8,-32.6,-48.1,-49.3,-134.2
36775_f_at,-33.5,-57.9,-60,-22.3,-54,-61.1
36776_at,-31.3,-24.2,18.9,24.7,-18.3,-90.4
36777_at,-0.3,14.1,7.4,9.5,8.5,-9.6
36778_at,-133.1,-78.1,-31.5,-58.8,-69,-59.4
36779_at,61.4,181,82.2,133,126.9,116.1
36780_at,7919.3,7583.6,4400.1,10806.7,8170.5,8874.8
36781_at,729.3,13.3,2.1,26.9,5.7,17.7
36782_s_at,-23.6,-25.2,-10.3,-40.4,-21.2,-38.6
36783_f_at,374.2,464.1,187,611.7,362.4,209.9
36784_at,17.7,109.6,27.1,115.5,65.1,28.7
36785_at,2732.2,771.3,966.7,2989.9,439.2,2144.6
36786_at,784.5,912.6,228.6,872.2,736.3,1004.5
36787_at,105.2,-182.4,48.3,-12,31.7,103.5
36788_at,10.1,53.3,10.9,33.8,9.3,75.6
36789_f_at,-3.6,103.1,-5.9,86.8,79.4,25.1
36790_at,348.8,294.7,73.4,271.3,317.6,295.3
36791_g_at,192.7,197.4,44,156.5,193.5,307.9
36792_at,338.4,349.7,115.6,312.7,305.9,310.7
36793_at,11.2,28.8,4.8,13.7,17.7,21.2
36794_at,127.8,73.7,50.4,85.5,83.4,76
36795_at,2886.4,2730.6,1166.3,4309,3513.7,3414.5
36796_at,-13.1,-18.9,7.9,3.7,-7.3,-1.6
36797_at,1.6,0.2,1.6,0.1,-1.5,7.1
36798_g_at,190.1,298,93,276,224.7,229.9
36799_at,77.5,-6.7,-30.3,42.7,68.8,5.2
367_at,-9.5,-3,-10.1,-12.2,1.2,-12.4
36800_at,-2.2,-1.9,1.8,5.8,1.1,-43.1
36801_at,-71.3,-48.6,-19.1,-42.7,-7.1,-23.4
36802_at,123.5,94.9,33.1,26.6,100.3,65.3
36803_at,151.7,218.8,23.2,111.7,205.5,165.4
36804_at,21.9,30.7,29.5,90.8,10.4,40.5
36805_s_at,45.2,53.1,28.9,3,53,55.5
36806_at,-9.7,-14.3,0.2,39.4,-2.2,-37.1
36807_at,-12.5,-6.3,-19,-53.1,11.8,10.3
36808_at,-6.8,-32.9,-7.6,-36.3,-30.9,-40
36809_at,-7.9,11.4,1.6,17,16.7,5.9
36810_at,31.9,42.9,21,54.7,33.9,36.7
36811_at,2.3,-19.4,-7.9,-26.1,-17.6,-11.4
36812_at,30.2,4.1,10.7,34,4.9,37.3
36813_at,125.6,116,38.7,103.8,76.3,96.9
36814_at,805.5,1077.5,479.4,903,1284.8,992.9
36815_at,1531,1961.9,839.9,1835.5,1956,1886.1
36816_s_at,-3.8,-12.3,1.4,-17.3,-7.9,-8.6
36817_at,6.7,1.1,-0.7,-1.5,-2.3,3
36818_at,162.5,234.6,48.1,136.4,255.7,246.2
36819_at,48.7,48.8,13.9,36.3,48.1,29.5
36820_r_at,29.7,25.6,8.7,15.3,12.2,12.8
36821_at,624.9,674.5,345.2,1008.7,1030.5,690.3
36822_at,421.9,562,213.1,580.2,433.6,730.4
36823_at,1167.9,1303.7,474.8,1259.5,1246.8,1107.6
36824_at,477.1,584.7,185.4,596.8,367.5,346.7
36825_at,31.4,-62.9,-25.7,-1.1,-28.4,-49.8
36826_at,371.8,680.7,275.5,542.4,674.8,619
36827_at,210.4,198.3,85.3,119.5,160.9,285.9
36828_at,14.5,41.8,16.1,67.7,30.8,51.9
36829_at,351.8,244,152.3,396.8,159.2,485.3
36830_at,11.9,7.1,3,42.7,16.7,25
36831_at,71.2,97.1,17.4,51.2,108.7,109.1
36832_at,109.3,111.7,25.3,25.9,52.8,51.8
36833_at,214.8,84.3,55.5,162.7,108.1,93.9
36834_at,-33.9,44.4,15.3,34.6,31.6,124.5
36835_at,61.4,67.7,5.2,40.1,34.6,20.4
36836_at,-82.5,-86.1,-14.8,-45,-90.4,-54.4
36837_at,-8.9,-9.1,9.1,17.4,-19.5,-0.2
36838_at,21.4,15.2,35.5,57,13.5,50.1
36839_at,47.6,17.5,4.4,30.4,31.2,44
36840_at,450.6,592.1,179.8,656.1,533.8,559.8
36841_at,178.7,146.6,82.4,224.9,174.5,153.2
36842_at,359.6,378.4,133.6,374.9,342.5,527.7
36843_at,56.9,35.5,24,-21.2,14.9,7
36844_at,674.1,632.9,176.9,552.8,569.9,597.8
36845_at,612.5,405.6,195.4,348.2,500.9,534.7
36846_s_at,409.7,434.7,118.8,591.1,398.8,374.1
36847_r_at,250.2,124.1,-4.2,215.7,135.4,148.1
36848_r_at,-393.2,-492.6,-232.6,-409.7,-546.4,-395.4
36849_at,76.2,65.8,15.9,37.2,46.7,43
36850_at,12.5,25.8,4.9,19.5,21.7,17.5
36851_g_at,298.4,367.4,190.1,385.4,350.8,415.2
36852_at,115,173.8,73.8,209.8,175.1,243.4
36853_at,98,93.2,52,86.1,61.7,45.8
36854_s_at,52,52.6,45.4,125,51.4,114.9
36855_r_at,12,-59.8,25.2,14.1,-19.6,-36
36856_at,-20.7,-23.7,18.5,33.6,-38.7,28.4
36857_at,113,111.7,33.2,123.1,141,65.1
36858_at,31.4,18.5,-2.2,53.3,35.7,51.6
36859_at,150.2,164.9,46.8,199.5,224.1,204.4
36860_at,54.1,66.3,12.3,44.4,34.3,69.5
36861_at,-1.4,12.1,1,-0.5,-28.3,14
36862_at,666.3,853.1,296.1,921.2,604,347.9
36863_at,40.9,18.6,10.2,27.1,56.6,-0.3
36864_at,171.7,238.8,111.6,251.2,254,213.3
36865_at,58.9,98.7,65.3,76.3,49.5,58.1
36866_at,-1.7,8,-0.4,-5.1,3.1,-5.4
36867_at,263,251.7,111.5,368,391.3,302.4
36868_at,25.8,37.6,26.3,19,37,62.8
36869_at,-24.8,-10.3,-2.3,-4.2,18.6,-33.8
36870_at,239.6,258.3,135.4,351.5,285.6,266.9
36871_at,9.1,-35.2,-0.4,15.8,11.6,1.4
36872_at,2745.5,2439.9,981.7,2119,2450.4,1866.5
36873_at,116.8,97.1,29.8,103,95.5,77.1
36874_at,35.1,38.1,12.3,6.2,15.6,26
36875_at,39.3,71.2,19.2,78.6,57,59
36876_at,-64.6,-59,-18.5,11.3,-62.7,-70.6
36877_at,-8.7,-6.6,0.5,-8,12.1,-12.8
36878_f_at,112.4,36.3,15.2,23.8,29.5,12.5
36879_at,192.4,-166.2,-152.1,-91.3,-108.1,-146.6
36880_at,75.4,119.5,19.9,120.1,177.4,128.3
36881_at,-54.7,-10.3,-138.7,127.3,82.8,143.4
36882_at,-52.2,-17.2,-3.7,-6.2,-49.4,-44.1
36883_at,391.5,533.8,154.7,210.6,421.4,268.5
36884_at,64.1,1.4,-2.2,-5.7,7.9,5.9
36885_at,-21,-2.4,-4.6,-22,-26.8,4
36886_f_at,15,23.5,1.3,-9,11.8,6.3
36887_f_at,-37.5,-5.4,-20.2,-8.1,-7.9,-17.5
36888_at,506.6,397,258.2,422.5,467.2,472.8
36889_at,558.6,20.9,3.3,25.2,6.7,20.3
36890_at,80,206.9,50.1,189.1,343.1,321.1
36891_at,89.9,21.4,39.9,0,-0.7,-12.2
36892_at,295.4,558.9,146.7,534.9,185.3,310.1
36893_at,-0.9,4.1,8.3,0,-1.4,-5.1
36894_at,846.3,1084.3,368.1,1146.9,1122.1,1497.5
36895_at,48.6,36.8,21.6,64.4,43.3,35.4
36896_s_at,176,76.1,34.3,98.2,183.1,139.3
36897_at,137.1,348.4,98.1,403.2,87.8,360.1
36898_r_at,38.5,40.7,14.2,21.9,25.3,23.3
36899_at,1659.8,1634.9,733,1908,2130.7,1459.9
368_at,120.5,125,34.2,127.8,190.5,176.1
36900_at,387.6,500.8,150.8,332.3,553.9,608.3
36901_at,19.6,17,11.5,17.9,18.2,27.9
36902_at,268.5,60.4,2.1,173,80.8,161.9
36903_at,590.5,726.3,247.1,721.4,542.9,556
36904_at,-139.7,-184.7,-83.5,-159,-113.7,-91.7
36905_at,222.4,154.6,62.9,148.4,238.9,136.6
36906_at,645.8,997.1,357,798.8,583.4,585.4
36907_at,519.6,695.3,321.5,492.3,507.9,618.8
36908_at,63.4,72.8,28.9,38.1,35.1,72.1
36909_at,6.3,-3.4,7.6,12.1,-11.1,1.7
36910_at,473.2,514.8,189.1,500.6,743.1,585.1
36911_at,-0.7,-0.3,4.8,-3.8,5,3.4
36912_at,63.2,142.5,63.7,-46.4,119.3,117.4
36913_at,184.4,163.7,56,233.2,138.7,158.4
36914_at,14.9,4.9,3.1,17.8,6,3.7
36915_at,-13.4,118.7,37.1,68.7,196.5,93.1
36916_at,373.4,284.8,-15.1,202.5,392.1,179.8
36917_at,28.5,26.4,4.2,32.4,26.7,30.9
36918_at,195,248.8,57.8,246.9,216.5,231.8
36919_r_at,45.4,60.7,-23.9,87.8,48.6,53.5
36920_at,-1.6,-9.9,4.3,2.5,6.7,-18.5
36921_at,669.8,769.9,223.4,493.6,1007.3,923.4
36922_at,-4.2,10.5,-3.3,24.7,17.9,5.3
36923_at,-39.2,-38.1,-33.2,-52.4,-45.7,-59.8
36924_r_at,1320.9,1318.5,698.6,1796.6,1106.2,800.4
36925_at,40.9,85.4,56,359.4,284.3,147.2
36926_at,580.3,599.9,170.9,404.1,651.1,529.9
36927_at,161.6,107.6,102.8,192.9,110,81.7
36928_at,676.3,669.8,301.5,579.2,783.1,710.3
36929_at,26.4,13.6,8.1,-3.7,46.8,44.8
36930_at,79,70.7,38.1,97,71.6,62.2
36931_at,503.6,488.1,32.9,500.3,422.2,363.3
36932_at,75.4,66.3,9.8,65.1,66.6,74.9
36933_at,969.8,763.4,323.7,823.8,870.8,617
36934_at,69.8,54.5,12,26.8,43.7,73.7
36935_at,359.2,480.2,153.6,336.4,628,564.7
36936_at,223.7,200.6,70.8,215.5,218.3,194.4
36937_s_at,124.7,97.5,27.9,84.6,67.9,87.5
36938_at,1375.5,1519.2,606.9,1282.5,1388.9,1672.8
36939_at,2796.8,2940.3,1295.8,2788.2,2512.1,2420.2
36940_at,280.2,287.4,77.1,268.9,302.2,281
36941_at,3531.7,3841.4,1547.1,3575.5,4243.8,3317
36942_at,531.9,471.1,159.6,449.2,465.1,571.7
36943_r_at,201.4,129.1,57,118.7,126.5,95.5
36944_f_at,52.5,64.8,17.8,55.8,42.5,47.9
36945_at,562.2,354.9,119.2,543,571.8,508.4
36946_at,401.1,483.4,154,459.4,463.2,373.8
36947_s_at,-8.4,-14.5,7.4,9.8,-10,21.9
36948_at,740.2,1059.4,455,988.5,1077,886.1
36949_at,972.9,939.5,341.8,920.5,993.9,1078
36950_at,610.8,466.9,211.1,679,552.6,671.9
36951_at,200,384.4,149.6,236.5,364.7,321
36952_at,227.8,190.4,76.3,197,248.1,302.5
36953_at,152.9,104.6,49.6,161.9,96.6,101.2
36954_at,244.8,225.9,85.9,207.2,192.9,217.7
36955_at,229.6,102.8,53.1,217.8,147.8,157.5
36956_at,251.3,314.4,81.3,308.9,186.1,182.5
36957_at,430.8,312.6,106.1,305.1,362,402.7
36958_at,207.2,-152.1,-56.4,-111.8,188.9,94.4
36959_at,136,131.1,35.9,109.2,146.9,96.5
36960_at,523.3,326.1,43.2,196.2,217,333.7
36961_at,124,159.2,50.4,155.9,177.7,199.6
36962_at,560.3,449.8,164.1,364.7,712.3,731.3
36963_at,596.7,487.7,157.9,513.3,587.1,554.2
36964_at,109.5,110.6,14.4,74.6,117.1,187.6
36965_at,1083,1301.9,471.9,1308.3,1541.1,1087.3
36966_at,51.8,15.1,8.3,43.3,17.6,21.2
36967_g_at,10.9,26.3,19.6,29.9,48.3,37.3
36968_s_at,60.6,69.9,21.2,87.7,70.4,61.4
36970_at,201,276.2,92.1,115.5,213.4,199.1
36971_at,411.1,377.5,133.1,385.9,350.9,378.1
36972_at,733.9,793.4,353.6,581.4,859.9,839.6
36973_at,343,366,90.4,414.9,393.4,449.9
36974_at,96.5,98.1,21.2,85.9,65.1,71.1
36975_at,1989.1,1789.1,696.8,1582.6,1959.6,1638.5
36976_at,161.4,133,56.1,134.8,76,80.8
36977_at,338.1,450,79.8,325.3,542.3,663.3
36978_at,123.8,78.6,33,78,153.7,74.3
36979_at,2506.3,683.3,356.5,1210.5,855.2,1317.9
36980_at,68.2,34.8,36.7,89.1,29.9,74.4
36981_at,986.9,1197.8,321.1,946.4,1028.3,1107.4
36982_at,661.8,628.5,193.8,432.1,911.8,712.6
36983_f_at,-24.4,-97.1,-12.6,-26,-27.1,-35.7
36984_f_at,97.9,85.3,27.6,53.9,63.4,77.9
36985_at,624.7,1068.5,481.2,1343.8,975.5,1015.4
36986_at,1542.1,1442.9,714.5,1350.5,1311.3,1361.5
36987_at,275.5,276.9,147.5,294.4,260.7,277
36988_at,276.5,419.8,131.1,325.4,331.5,317.7
36989_at,172.8,270.2,59.8,314,209.2,260.5
36990_at,2724,2476,920.7,3373.2,2840,2833.1
36991_at,469.6,324.8,120.2,298.2,355.3,375.1
36992_at,1166.5,1282.6,402.4,1017.4,974.7,1043.2
36993_at,37.8,79.6,-6.5,66.9,5.5,29.7
36994_at,4359.9,3752.8,1735.2,4199.6,5462.1,4255.7
36995_at,-251.5,-165.3,-177.1,-135.5,-228.8,-336.7
36996_at,1169.7,1135.8,397.3,1013.5,1192.8,1179
36997_at,44,22.5,13.2,88,37.1,48.3
36998_s_at,535.4,617.1,200.9,584.9,562,458.2
36999_at,6.3,-21.2,-30.1,-47.4,-14.5,32.4
369_s_at,-177.6,-117.4,-58.1,-140.8,-190.2,-128
37000_at,768.8,783.6,178.8,572.5,857,574.2
37001_at,357.1,331,101.2,298.3,309.9,295.1
37002_at,133,170,25,151,123.3,159.6
37003_at,917.4,545.1,220.5,734.6,619.1,565.9
37004_at,-15.5,37.7,18,35.1,13.4,2.2
37005_at,1480.4,1579.4,553.1,1835.8,1857.2,1446.7
37006_at,18.6,-12.1,1.7,0.7,-4,12.5
37007_at,661.5,559,197.5,570.4,761.1,651
37008_r_at,-40.2,-47.6,-16.1,-36.5,-33.4,-12.9
37009_at,189,185.5,87.5,255.4,100.4,192.9
37010_at,334.1,358.8,97.8,335.6,353.1,310.5
37011_at,207,14.2,2.9,21.7,15.5,9.2
37012_at,1464.5,1247.4,478.3,1259,1409,1369.2
37013_at,142.3,186.1,42.1,113.5,171.6,58.3
37014_at,198.2,40,5.5,65,126.8,53.8
37015_at,78.1,292.2,71.9,177.8,130.5,155.7
37016_at,325.2,292.3,159.5,446.7,549.7,588
37017_at,-31.1,-26,7.8,9.3,18.3,-21.3
37018_at,3.2,-15.8,-13.5,-14.7,-7,-5.8
37019_at,-38.5,-50.1,-18.4,-18.4,-28.4,-31.3
